RecordID,Country,Gender,Demographics Question,Demographics Response,Question,Survey Year,Value,hti
156,Congo,F,Age,25-34,... if she goes out without telling him,01/01/2011,39.9,2738
156,Congo,F,Age,35-49,... if she goes out without telling him,01/01/2011,39.2,2739
226,Congo,F,Age,15-24,... if she neglects the children,01/01/2011,50.9,2740
226,Congo,F,Age,25-34,... if she neglects the children,01/01/2011,44.9,2741
226,Congo,F,Age,35-49,... if she neglects the children,01/01/2011,43.3,2742
296,Congo,F,Age,15-24,... if she refuses to have sex with him,01/01/2011,24.9,2743
296,Congo,F,Age,25-34,... if she refuses to have sex with him,01/01/2011,25.9,2744
296,Congo,F,Age,35-49,... if she refuses to have sex with him,01/01/2011,28.9,2745
366,Congo,F,Education,Higher,... for at least one specific reason,01/01/2011,48.5,2746
366,Congo,F,Education,No education,... for at least one specific reason,01/01/2011,59.5,2747
366,Congo,F,Education,Primary,... for at least one specific reason,01/01/2011,61.2,2748
366,Congo,F,Education,Secondary,... for at least one specific reason,01/01/2011,61.5,2749
86,Congo,F,Education,Higher,... if she argues with him,01/01/2011,,2750
86,Congo,F,Education,No education,... if she argues with him,01/01/2011,,2751
86,Congo,F,Education,Primary,... if she argues with him,01/01/2011,,2752
86,Congo,F,Education,Secondary,... if she argues with him,01/01/2011,,2753
156,Congo,F,Education,Higher,... if she goes out without telling him,01/01/2011,22.5,2754
156,Congo,F,Education,No education,... if she goes out without telling him,01/01/2011,41.2,2755
156,Congo,F,Education,Primary,... if she goes out without telling him,01/01/2011,44.1,2756
156,Congo,F,Education,Secondary,... if she goes out without telling him,01/01/2011,41.1,2757
226,Congo,F,Education,Higher,... if she neglects the children,01/01/2011,38.3,2758
226,Congo,F,Education,No education,... if she neglects the children,01/01/2011,44.2,2759
226,Congo,F,Education,Primary,... if she neglects the children,01/01/2011,47.6,2760
226,Congo,F,Education,Secondary,... if she neglects the children,01/01/2011,47.4,2761
296,Congo,F,Education,Higher,... if she refuses to have sex with him,01/01/2011,14.4,2762
296,Congo,F,Education,No education,... if she refuses to have sex with him,01/01/2011,35.1,2763
296,Congo,F,Education,Primary,... if she refuses to have sex with him,01/01/2011,31.4,2764
296,Congo,F,Education,Secondary,... if she refuses to have sex with him,01/01/2011,24.6,2765
366,Congo,F,Employment,Employed for cash,... for at least one specific reason,01/01/2011,59.9,2766
366,Congo,F,Employment,Employed for kind,... for at least one specific reason,01/01/2011,68.9,2767
366,Congo,F,Employment,Unemployed,... for at least one specific reason,01/01/2011,60.5,2768
86,Congo,F,Employment,Employed for cash,... if she argues with him,01/01/2011,,2769
86,Congo,F,Employment,Employed for kind,... if she argues with him,01/01/2011,,2770
86,Congo,F,Employment,Unemployed,... if she argues with him,01/01/2011,,2771
156,Congo,F,Employment,Employed for cash,... if she goes out without telling him,01/01/2011,40.8,2772
156,Congo,F,Employment,Employed for kind,... if she goes out without telling him,01/01/2011,50,2773
156,Congo,F,Employment,Unemployed,... if she goes out without telling him,01/01/2011,39.1,2774
226,Congo,F,Employment,Employed for cash,... if she neglects the children,01/01/2011,46.3,2775
226,Congo,F,Employment,Employed for kind,... if she neglects the children,01/01/2011,52.8,2776
226,Congo,F,Employment,Unemployed,... if she neglects the children,01/01/2011,46.5,2777
296,Congo,F,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2011,27.3,2778
296,Congo,F,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2011,32.1,2779
296,Congo,F,Employment,Unemployed,... if she refuses to have sex with him,01/01/2011,23.4,2780
366,Congo,F,Marital status,Married or living together,... for at least one specific reason,01/01/2011,60.6,2781
366,Congo,F,Marital status,Never married,... for at least one specific reason,01/01/2011,60.5,2782
366,Congo,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2011,61,2783
86,Congo,F,Marital status,Married or living together,... if she argues with him,01/01/2011,,2784
86,Congo,F,Marital status,Never married,... if she argues with him,01/01/2011,,2785
86,Congo,F,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2011,,2786
156,Congo,F,Marital status,Married or living together,... if she goes out without telling him,01/01/2011,41.1,2787
156,Congo,F,Marital status,Never married,... if she goes out without telling him,01/01/2011,39.2,2788
156,Congo,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2011,42.7,2789
226,Congo,F,Marital status,Married or living together,... if she neglects the children,01/01/2011,46.6,2790
226,Congo,F,Marital status,Never married,... if she neglects the children,01/01/2011,47.7,2791
226,Congo,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2011,45.8,2792
296,Congo,F,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2011,28.2,2793
296,Congo,F,Marital status,Never married,... if she refuses to have sex with him,01/01/2011,20.7,2794
296,Congo,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2011,28.5,2795
366,Congo,F,Residence,Rural,... for at least one specific reason,01/01/2011,60.9,2796
366,Congo,F,Residence,Urban,... for at least one specific reason,01/01/2011,60.6,2797
86,Congo,F,Residence,Rural,... if she argues with him,01/01/2011,,2798
86,Congo,F,Residence,Urban,... if she argues with him,01/01/2011,,2799
156,Congo,F,Residence,Rural,... if she goes out without telling him,01/01/2011,42.3,2800
156,Congo,F,Residence,Urban,... if she goes out without telling him,01/01/2011,40.2,2801
226,Congo,F,Residence,Rural,... if she neglects the children,01/01/2011,46.9,2802
226,Congo,F,Residence,Urban,... if she neglects the children,01/01/2011,46.7,2803
296,Congo,F,Residence,Rural,... if she refuses to have sex with him,01/01/2011,33.3,2804
296,Congo,F,Residence,Urban,... if she refuses to have sex with him,01/01/2011,23.1,2805
366,Congo,M,Age,15-24,... for at least one specific reason,01/01/2011,48.9,2806
366,Congo,M,Age,25-34,... for at least one specific reason,01/01/2011,42.9,2807
366,Congo,M,Age,35-49,... for at least one specific reason,01/01/2011,36.2,2808
86,Congo,M,Age,15-24,... if she argues with him,01/01/2011,,2809
86,Congo,M,Age,25-34,... if she argues with him,01/01/2011,,2810
86,Congo,M,Age,35-49,... if she argues with him,01/01/2011,,2811
156,Congo,M,Age,15-24,... if she goes out without telling him,01/01/2011,24.1,2812
156,Congo,M,Age,25-34,... if she goes out without telling him,01/01/2011,21.2,2813
156,Congo,M,Age,35-49,... if she goes out without telling him,01/01/2011,21.1,2814
226,Congo,M,Age,15-24,... if she neglects the children,01/01/2011,35.8,2815
226,Congo,M,Age,25-34,... if she neglects the children,01/01/2011,32.2,2816
226,Congo,M,Age,35-49,... if she neglects the children,01/01/2011,25.1,2817
296,Congo,M,Age,15-24,... if she refuses to have sex with him,01/01/2011,15.1,2818
296,Congo,M,Age,25-34,... if she refuses to have sex with him,01/01/2011,14.1,2819
296,Congo,M,Age,35-49,... if she refuses to have sex with him,01/01/2011,10.2,2820
366,Congo,M,Education,Higher,... for at least one specific reason,01/01/2011,29.4,2821
366,Congo,M,Education,No education,... for at least one specific reason,01/01/2011,32.3,2822
366,Congo,M,Education,Primary,... for at least one specific reason,01/01/2011,44.6,2823
366,Congo,M,Education,Secondary,... for at least one specific reason,01/01/2011,45.3,2824
86,Congo,M,Education,Higher,... if she argues with him,01/01/2011,,2825
86,Congo,M,Education,No education,... if she argues with him,01/01/2011,,2826
86,Congo,M,Education,Primary,... if she argues with him,01/01/2011,,2827
86,Congo,M,Education,Secondary,... if she argues with him,01/01/2011,,2828
156,Congo,M,Education,Higher,... if she goes out without telling him,01/01/2011,13.9,2829
156,Congo,M,Education,No education,... if she goes out without telling him,01/01/2011,18.8,2830
156,Congo,M,Education,Primary,... if she goes out without telling him,01/01/2011,22.5,2831
156,Congo,M,Education,Secondary,... if she goes out without telling him,01/01/2011,23.8,2832
226,Congo,M,Education,Higher,... if she neglects the children,01/01/2011,21.2,2833
226,Congo,M,Education,No education,... if she neglects the children,01/01/2011,24.5,2834
226,Congo,M,Education,Primary,... if she neglects the children,01/01/2011,32.3,2835
226,Congo,M,Education,Secondary,... if she neglects the children,01/01/2011,32.9,2836
296,Congo,M,Education,Higher,... if she refuses to have sex with him,01/01/2011,11.8,2837
296,Congo,M,Education,No education,... if she refuses to have sex with him,01/01/2011,9.3,2838
296,Congo,M,Education,Primary,... if she refuses to have sex with him,01/01/2011,18,2839
296,Congo,M,Education,Secondary,... if she refuses to have sex with him,01/01/2011,12.4,2840
366,Congo,M,Employment,Employed for cash,... for at least one specific reason,01/01/2011,41.9,2841
366,Congo,M,Employment,Employed for kind,... for at least one specific reason,01/01/2011,29.6,2842
366,Congo,M,Employment,Unemployed,... for at least one specific reason,01/01/2011,49.6,2843
86,Congo,M,Employment,Employed for cash,... if she argues with him,01/01/2011,,2844
86,Congo,M,Employment,Employed for kind,... if she argues with him,01/01/2011,,2845
86,Congo,M,Employment,Unemployed,... if she argues with him,01/01/2011,,2846
156,Congo,M,Employment,Employed for cash,... if she goes out without telling him,01/01/2011,21.7,2847
156,Congo,M,Employment,Employed for kind,... if she goes out without telling him,01/01/2011,15.4,2848
156,Congo,M,Employment,Unemployed,... if she goes out without telling him,01/01/2011,25.7,2849
226,Congo,M,Employment,Employed for cash,... if she neglects the children,01/01/2011,30.4,2850
226,Congo,M,Employment,Employed for kind,... if she neglects the children,01/01/2011,18.8,2851
226,Congo,M,Employment,Unemployed,... if she neglects the children,01/01/2011,36.7,2852
296,Congo,M,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2011,12.8,2853
296,Congo,M,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2011,7.8,2854
296,Congo,M,Employment,Unemployed,... if she refuses to have sex with him,01/01/2011,15.8,2855
366,Congo,M,Marital status,Married or living together,... for at least one specific reason,01/01/2011,40,2856
366,Congo,M,Marital status,Never married,... for at least one specific reason,01/01/2011,46.1,2857
366,Congo,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2011,42.3,2858
86,Congo,M,Marital status,Married or living together,... if she argues with him,01/01/2011,,2859
86,Congo,M,Marital status,Never married,... if she argues with him,01/01/2011,,2860
86,Congo,M,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2011,,2861
156,Congo,M,Marital status,Married or living together,... if she goes out without telling him,01/01/2011,22.8,2862
156,Congo,M,Marital status,Never married,... if she goes out without telling him,01/01/2011,21.4,2863
156,Congo,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2011,23.2,2864
226,Congo,M,Marital status,Married or living together,... if she neglects the children,01/01/2011,28.7,2865
226,Congo,M,Marital status,Never married,... if she neglects the children,01/01/2011,33,2866
226,Congo,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2011,35.8,2867
296,Congo,M,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2011,11.7,2868
296,Congo,M,Marital status,Never married,... if she refuses to have sex with him,01/01/2011,14.8,2869
296,Congo,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2011,12.9,2870
366,Congo,M,Residence,Rural,... for at least one specific reason,01/01/2011,43.1,2871
366,Congo,M,Residence,Urban,... for at least one specific reason,01/01/2011,42.7,2872
86,Congo,M,Residence,Rural,... if she argues with him,01/01/2011,,2873
86,Congo,M,Residence,Urban,... if she argues with him,01/01/2011,,2874
156,Congo,M,Residence,Rural,... if she goes out without telling him,01/01/2011,25.1,2875
156,Congo,M,Residence,Urban,... if she goes out without telling him,01/01/2011,21,2876
226,Congo,M,Residence,Rural,... if she neglects the children,01/01/2011,29.8,2877
226,Congo,M,Residence,Urban,... if she neglects the children,01/01/2011,31.7,2878
296,Congo,M,Residence,Rural,... if she refuses to have sex with him,01/01/2011,16.8,2879
296,Congo,M,Residence,Urban,... if she refuses to have sex with him,01/01/2011,11.6,2880
17,Congo Democratic Republic,F,Education,Higher,... if she burns the food,01/01/2013,6.1,2881
17,Congo Democratic Republic,F,Residence,Urban,... if she burns the food,01/01/2013,20.8,2882
17,Congo Democratic Republic,F,Employment,Employed for kind,... if she burns the food,01/01/2013,21.2,2883
17,Congo Democratic Republic,F,Age,35-49,... if she burns the food,01/01/2013,22.5,2884
17,Congo Democratic Republic,F,Education,Secondary,... if she burns the food,01/01/2013,22.5,2885
17,Congo Democratic Republic,F,Employment,Unemployed,... if she burns the food,01/01/2013,22.9,2886
17,Congo Democratic Republic,F,Marital status,Never married,... if she burns the food,01/01/2013,23.5,2887
17,Congo Democratic Republic,F,Age,25-34,... if she burns the food,01/01/2013,23.9,2888
17,Congo Democratic Republic,F,Education,No education,... if she burns the food,01/01/2013,24.1,2889
17,Congo Democratic Republic,F,Marital status,"Widowed, divorced, separated",... if she burns the food,01/01/2013,24.5,2890
17,Congo Democratic Republic,F,Marital status,Married or living together,... if she burns the food,01/01/2013,24.7,2891
17,Congo Democratic Republic,F,Employment,Employed for cash,... if she burns the food,01/01/2013,25.7,2892
