rank,title,total ratings,installs,average rating,growth (30 days),growth (60 days),price,category,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,paid
75,Empire Z: Endless War,366285,5.0 M,3.87,0.2,0.3,0,GAME STRATEGY,198660,55748,35476,18456,57943,FALSE
76,Warlings: Armageddon,358866,10.0 M,4.25,0.6,1.1,0,GAME STRATEGY,241426,44364,27718,11428,33928,FALSE
77,Warlings,351860,10.0 M,4.4,0.1,0.2,0,GAME STRATEGY,261633,33710,21558,6789,28168,FALSE
78,Total Conquest,344755,10.0 M,3.83,0.3,0.7,0,GAME STRATEGY,205463,30317,24519,15053,69400,FALSE
79,Chess Live,339891,10.0 M,4.15,0.1,0.1,0,GAME STRATEGY,220365,43057,24432,10207,41827,FALSE
80,Age of Z Origins,339517,10.0 M,4.3,2.5,5.8,0,GAME STRATEGY,230341,48047,23291,8430,29406,FALSE
81,انتقام السلاطين,339009,10.0 M,3.95,0.9,2,0,GAME STRATEGY,224601,20778,16075,8886,68666,FALSE
82,Onmyoji Arena,334450,5.0 M,4.28,0.8,2.8,0,GAME STRATEGY,230361,43143,18956,9822,32165,FALSE
83,Narcos: Cartel Wars. Build an Empire with Strategy,330452,10.0 M,4.47,0.5,0.8,0,GAME STRATEGY,259055,25943,12946,7352,25154,FALSE
84,March of Empires: War of Lords,329526,10.0 M,3.86,0.4,0.8,0,GAME STRATEGY,187204,44822,23400,13778,60319,FALSE
85,Chess Rush,327841,5.0 M,3.85,0.6,1.4,0,GAME STRATEGY,192287,35797,22025,14620,63109,FALSE
86,War and Magic: Kingdom Reborn,326038,5.0 M,4.09,0.8,1.5,0,GAME STRATEGY,202480,51588,18305,7618,46046,FALSE
87,Supermarket Mania Journey,319569,10.0 M,4.35,0.7,1.6,0,GAME STRATEGY,210853,51860,31143,10626,15084,FALSE
88,War Heroes: Strategy Card Game for Free,319023,10.0 M,4.27,0.1,0.3,0,GAME STRATEGY,234541,22186,14917,9026,38351,FALSE
89,TRANSFORMERS: Earth Wars,316295,10.0 M,4.38,0.4,0.8,0,GAME STRATEGY,227536,40144,14884,7791,25938,FALSE
90,Art of War 3: PvP RTS modern warfare strategy game,310851,10.0 M,4.49,1.2,2.5,0,GAME STRATEGY,243785,25851,12950,6435,21827,FALSE
91,Defender II,305594,10.0 M,4.14,0,0.1,0,GAME STRATEGY,197222,38400,22315,10962,36692,FALSE
92,Stormfall: Rise of Balur,297478,10.0 M,4.15,0.1,0.1,0,GAME STRATEGY,190848,41494,20442,9376,35316,FALSE
93,Evony: The King's Return,293287,10.0 M,4.3,7.9,20.9,0,GAME STRATEGY,224580,15144,8986,6725,37850,FALSE
94,Grepolis - Divine Strategy MMO,288609,5.0 M,4.27,0.1,0.3,0,GAME STRATEGY,179652,58858,19599,8091,22406,FALSE
95,Venom Angry Crashy Rush Online,283770,10.0 M,4.21,0.4,1,0,GAME STRATEGY,198598,25283,15881,9610,34395,FALSE
96,Train Station 2: Railroad Tycoon & City Simulator,280496,10.0 M,4.46,6.2,14.3,0,GAME STRATEGY,193460,52062,17426,6218,11326,FALSE
97,Castle Clash: Batalha de Guildas,279542,1.0 M,4.35,0.1,0.2,0,GAME STRATEGY,207820,23527,14715,5844,27633,FALSE
98,城堡爭霸 - 聯盟霸業,276353,1.0 M,4.56,0.1,0.1,0,GAME STRATEGY,224926,19886,9967,3759,17813,FALSE
99,Iron Desert - Fire Storm,272167,5.0 M,4.34,0,0,0,GAME STRATEGY,191227,34188,16647,7185,22918,FALSE
100,Castle Clash: Regu Royale,270364,1.0 M,4.34,0.1,0.2,0,GAME STRATEGY,195637,25085,17969,8165,23506,FALSE
1,Trivia Crack,7271580,100.0 M,4.27,0.4,0.9,0,GAME TRIVIA,4813526,1133845,451590,194961,677655,FALSE
2,Brain Test: Tricky Puzzles,3989535,100.0 M,4.59,1.9,4.9,0,GAME TRIVIA,3146099,482157,122328,54610,184338,FALSE
3,"94% - Quiz, Trivia & Logic",2612778,10.0 M,4.49,0,0.1,0,GAME TRIVIA,1800991,500288,186498,44719,80280,FALSE
4,Logo Quiz,1183400,50.0 M,4.34,0,0,0,GAME TRIVIA,782381,200879,91546,35081,73511,FALSE
5,Who is? Brain Teaser & Tricky Riddles,980865,10.0 M,4.53,9.6,25.5,0,GAME TRIVIA,759734,110339,36180,18689,55920,FALSE
6,Brain Test 2: Tricky Stories,764082,10.0 M,4.56,4.6,12.7,0,GAME TRIVIA,597205,88099,27794,12524,38458,FALSE
7,Tricky Test 2™: Genius Brain?,649366,10.0 M,4.7,0,0.1,0,GAME TRIVIA,559792,39703,17592,8106,24170,FALSE
8,Free Trivia Game. Questions & Answers. QuizzLand.,645513,10.0 M,4.74,3.6,9.8,0,GAME TRIVIA,562389,43881,13917,7098,18226,FALSE
9,Quiz: Logo game,421132,10.0 M,4.24,0.2,0.6,0,GAME TRIVIA,262328,75120,37275,15539,30868,FALSE
10,Guess The Song - Music Quiz,408024,10.0 M,4.21,0,0,0,GAME TRIVIA,260763,62469,33027,13232,38530,FALSE
11,TVSMILES - Quiz and Prizes,407061,1.0 M,4.47,0,0,0,GAME TRIVIA,292482,61524,25561,7184,20307,FALSE
12,فطحل العرب - لعبة معلومات عامة,377359,5.0 M,4.64,0.3,0.7,0,GAME TRIVIA,308562,33358,17253,4965,13217,FALSE
13,Gartic,351278,10.0 M,4.2,0.8,1.5,0,GAME TRIVIA,226472,52007,25604,10764,36428,FALSE
14,Trivia Crack 2,335412,10.0 M,4.37,1.6,4,0,GAME TRIVIA,227938,56261,20466,8502,22243,FALSE
15,94 Degrees: fun trivia quiz,334698,10.0 M,4.17,0,0,0,GAME TRIVIA,195886,69021,29551,12326,27912,FALSE
16,Quizdom - Trivia more than logo quiz!,331006,10.0 M,4.32,0,0,0,GAME TRIVIA,243353,28051,16603,7782,35215,FALSE
17,Picture Quiz: Logos,301099,10.0 M,4.49,0,0,0,GAME TRIVIA,204945,62497,19810,4015,9830,FALSE
18,Think,289518,5.0 M,4.4,0.2,0.3,0,GAME TRIVIA,165885,89662,24424,3625,5919,FALSE
19,Fight List - Categories Game,281824,10.0 M,3.84,0.1,0.4,0,GAME TRIVIA,139952,56226,27868,17366,40409,FALSE
20,모두의 퀴즈 - 사진연상 단어,280932,1.0 M,4.45,0,0,0,GAME TRIVIA,189645,52491,25017,4415,9361,FALSE
21,I Know Stuff : trivia quiz,216664,10.0 M,4.38,0,0,0,GAME TRIVIA,154611,26099,15338,5854,14760,FALSE
22,Who Wants to Be a Millionaire? Trivia & Quiz Game,205575,10.0 M,4.32,1.3,2.6,0,GAME TRIVIA,133315,38530,13838,5771,14118,FALSE
23,World Geography - Quiz Game,187196,10.0 M,4.57,0.7,1.7,0,GAME TRIVIA,134426,37857,7286,2402,5223,FALSE
24,Guess The Brand - Logo Mania,181368,10.0 M,4.29,0,0,0,GAME TRIVIA,118398,29589,14799,4966,13613,FALSE
25,ปริศนาฟ้าแลบ,172520,10.0 M,4.37,0,0,0,GAME TRIVIA,119533,23397,13321,6441,9826,FALSE
26,Logo Game: Guess Brand Quiz,165304,10.0 M,4,0.2,0.4,0,GAME TRIVIA,98452,21133,15014,8347,22356,FALSE
27,Color Mania Quiz - Guess the logo game,163384,1.0 M,4.64,0,0,0,GAME TRIVIA,137473,9310,6920,2460,7220,FALSE
28,Can you escape the 100 room IV,162035,1.0 M,4.51,1.4,2.9,0,GAME TRIVIA,114635,28785,10697,2820,5095,FALSE
29,حلها واحتلها - لعبة كلمة السر,160282,1.0 M,4.77,2.3,5.3,0,GAME TRIVIA,143297,6811,4484,1780,3908,FALSE
30,A4 Wheel of fortune,159354,5.0 M,4.42,1.7,4.1,0,GAME TRIVIA,126217,9400,4545,2671,16518,FALSE
31,TTS Lontong,157035,5.0 M,4.29,0,0.2,0,GAME TRIVIA,107581,19575,11771,4736,13370,FALSE
32,Интеллект-баттл,154168,5.0 M,4.37,0.4,1,0,GAME TRIVIA,110993,18969,7709,3969,12526,FALSE
33,Scratch Logo Quiz. Challenging brain puzzle,152297,10.0 M,3.6,0,0,0,GAME TRIVIA,74840,18225,16867,8538,33824,FALSE
34,Jeopardy!® Trivia Quiz Game Show,150895,1.0 M,4.34,0.5,1.2,0,GAME TRIVIA,95711,31185,11669,4781,7546,FALSE
35,Spin of Fortune - Quiz,150300,10.0 M,4.25,0.6,1.4,0,GAME TRIVIA,100127,20350,11117,5256,13448,FALSE
36,"100 PICS Quiz - Guess Trivia, Logo & Picture Games",148570,10.0 M,4.28,0,0.1,0,GAME TRIVIA,98350,22682,10187,4814,12534,FALSE
37,Millionaire 2021 - Free Trivia Quiz Offline Game,147783,10.0 M,4.35,10.2,25.9,0,GAME TRIVIA,103615,20001,7829,4233,12102,FALSE
38,General Knowledge Quiz,143164,5.0 M,4.34,0,0.1,0,GAME TRIVIA,91545,28322,11534,3887,7874,FALSE
39,Food Quiz,142834,10.0 M,4.16,0,0,0,GAME TRIVIA,92969,17315,10793,5914,15841,FALSE
40,Trivia Survival 100,130720,1.0 M,4.31,0.1,0.3,0,GAME TRIVIA,92263,15021,7898,2990,12547,FALSE
41,Adivina la Canción,124595,5.0 M,3.96,0.1,0.2,0,GAME TRIVIA,73325,15260,11912,5946,18149,FALSE
42,Where Logic?,122984,5.0 M,4.28,0.5,1,0,GAME TRIVIA,83425,17620,7196,2578,12163,FALSE
43,Nope Quiz,120815,1.0 M,4.38,0,0,0,GAME TRIVIA,85750,16210,6733,2803,9317,FALSE
44,Genius Quiz - Smart Brain Trivia Game,115029,5.0 M,4.37,0,0,0,GAME TRIVIA,83966,12370,6360,2170,10160,FALSE
45,Who Becomes Rich,113958,5.0 M,3.94,0.2,0.3,0,GAME TRIVIA,54024,28499,13006,7666,10760,FALSE
46,Richman 4 fun,113925,1.0 M,3.61,0,0.1,0,GAME TRIVIA,57157,13796,11147,5298,26524,FALSE
47,Вращайте барабан,111089,10.0 M,4.53,3.1,6.9,0,GAME TRIVIA,85772,12144,5125,2233,5813,FALSE
48,TRIVIA STAR - Free Trivia Games Offline App,109901,5.0 M,4.78,12,35.6,0,GAME TRIVIA,98795,5430,1552,1152,2969,FALSE
49,Trick Me: Logical Brain Teasers Puzzle,108702,5.0 M,4.32,1.4,3.3,0,GAME TRIVIA,74456,13450,9445,3796,7552,FALSE
50,TRIVIA 360: Single-player & Multiplayer quiz game,108480,5.0 M,4.37,0.6,1.6,0,GAME TRIVIA,65183,28501,8569,2264,3960,FALSE
51,Free RBX Master,107289,500.0 k,4.2,6.6,13.9,0,GAME TRIVIA,78781,6133,3952,2230,16190,FALSE
52,sameQuizy,107262,1.0 M,4.31,0.1,0.4,0,GAME TRIVIA,69383,19517,7749,3171,7440,FALSE
53,"Live Quiz Games App, Trivia & Gaming App for Money",106880,10.0 M,3.42,0,0,0,GAME TRIVIA,54382,8965,5455,3630,34446,FALSE
54,Quiz Of Kings,100739,1.0 M,4.47,4.8,10.5,0,GAME TRIVIA,79501,7674,3454,1707,8400,FALSE
55,MEGA QUIZ GAMING 2021 - Guess the game Trivia,97967,1.0 M,3.95,0,0.1,0,GAME TRIVIA,46730,24907,11279,4406,10643,FALSE
56,Guess The Movie ®,94798,1.0 M,3.37,0.2,0.3,0,GAME TRIVIA,31819,18522,15734,9990,18731,FALSE
57,Would You Rather? The Game,94619,5.0 M,3.64,1,1.8,0,GAME TRIVIA,49277,10308,8559,4612,21860,FALSE
58,Guess the Logo: Multiple Choice Quiz,85605,10.0 M,3.91,0.1,0.3,0,GAME TRIVIA,47779,11929,8363,5532,11999,FALSE
59,Pluck It: hairs and emotions,84299,500.0 k,4.69,1.7,5.3,0,GAME TRIVIA,71606,6753,1810,934,3192,FALSE
60,A Journey Towards Jesus,81867,1.0 M,4.74,0.3,0.7,0,GAME TRIVIA,69027,8329,2359,609,1539,FALSE
61,УГАДАЙ БЛОГЕРА,77704,1.0 M,4.76,0,0,0,GAME TRIVIA,70380,2441,1275,717,2889,FALSE
62,96%: Family Quiz,77401,1.0 M,4.22,0,0,0,GAME TRIVIA,46640,15480,6702,2473,6104,FALSE
63,"Эврика! Логические Задачи, Игры и Головоломки",76755,1.0 M,4.48,0.1,0.2,0,GAME TRIVIA,55311,12973,2806,1018,4644,FALSE
64,"Stupid test: moron test, idiotest. IQ bored games",75630,1.0 M,4.02,0.5,1.6,0,GAME TRIVIA,47271,8850,4946,2562,11999,FALSE
65,Trivia Crack (No Ads),74594,500.0 k,4.58,0.9,2.2,1.99,GAME TRIVIA,55411,12625,3123,1117,2315,TRUE
66,Quiz World: Play and Win Everyday!,67309,1.0 M,4.35,125.3,250.6,0,GAME TRIVIA,52621,3237,2092,1322,8034,FALSE
67,스케치퀴즈,65734,5.0 M,3.13,0,0,0,GAME TRIVIA,25093,6939,6959,4763,21977,FALSE
68,I Know the Cartoon,65696,5.0 M,4.11,0,0,0,GAME TRIVIA,41317,8609,5549,1959,8259,FALSE
69,NEW QuizDuel!,65544,1.0 M,3.21,7.4,17.8,0,GAME TRIVIA,24833,11671,3568,3499,21970,FALSE
70,Trivia Challenge,65029,1.0 M,4.62,0.8,2.2,0,GAME TRIVIA,52376,6236,3068,969,2378,FALSE
71,Atriviate (Online Trivia),64589,5.0 M,3.59,0,0.1,0,GAME TRIVIA,23795,16207,9318,4549,10718,FALSE
72,Quiz - Offline Games,60836,5.0 M,4.24,3.2,7.3,0,GAME TRIVIA,38247,10607,5338,1868,4774,FALSE
73,Trivia Crack Adventure,60110,1.0 M,4.32,28,99.3,0,GAME TRIVIA,39556,10435,4274,1782,4060,FALSE
74,"Gartic.io - Draw, Guess, WIN",59564,5.0 M,3.91,4661.3,5.4,0,GAME TRIVIA,32841,9043,5869,3064,8745,FALSE
75,Truth or Dare,59446,1.0 M,4.42,1.3,3,0,GAME TRIVIA,43119,7849,3074,1243,4158,FALSE
76,BFF Friendship Test,58971,10.0 M,4.13,1.2,2.3,0,GAME TRIVIA,37997,6847,4598,2629,6897,FALSE
77,Superbuzzer Trivia Quiz Game,58346,1.0 M,3.84,0,0,0,GAME TRIVIA,34640,6231,3315,2067,12092,FALSE
78,The Higher Lower Game,57935,5.0 M,3.72,0.4,0.7,0,GAME TRIVIA,25087,12363,8489,3125,8868,FALSE
79,Eu Sei a Música,57633,1.0 M,4.12,0,0,0,GAME TRIVIA,35717,8404,4786,2248,6475,FALSE
80,Palabra Correcta,56806,5.0 M,4.54,0.2,0.4,0,GAME TRIVIA,41997,9023,2478,869,2438,FALSE
81,فكر ـ Think,56783,100.0 k,4.77,0,0,0,GAME TRIVIA,50537,2551,1965,446,1280,FALSE
82,Se como Jose,56670,1.0 M,4.33,0.4,1.1,0,GAME TRIVIA,42500,4330,2260,1220,6360,FALSE
83,TopQuiz -Play Quiz & Lottery | Win Money via Paytm,55050,1.0 M,3.2,0.1,0.4,0,GAME TRIVIA,24578,4760,2971,2454,20284,FALSE
84,101 Pics: Photo Quiz,53419,5.0 M,4.44,1,2.1,0,GAME TRIVIA,41529,3619,2689,1399,4179,FALSE
85,Personal Name Test,51922,1.0 M,3.48,0,0,0,GAME TRIVIA,25556,4587,4827,2988,13962,FALSE
86,Flags and Capitals of the World Quiz,51610,1.0 M,4.32,0.3,0.8,0,GAME TRIVIA,35507,6831,3539,1546,4184,FALSE
87,"Logo Test: World Brands Quiz, Guess Trivia Game",51017,1.0 M,4.43,12.5,37.4,0,GAME TRIVIA,36341,6921,3653,1435,2663,FALSE
88,¿Cuánto sabes de Primaria?,50808,10.0 M,3.57,0,0.1,0,GAME TRIVIA,25764,4950,5090,2590,12411,FALSE
89,Cars Logo Quiz HD,49656,5.0 M,4.14,0.1,0.4,0,GAME TRIVIA,31207,6779,4389,2139,5139,FALSE
90,לוגוטסט טריוויה: משחק הסמלים והמותגים הגדול בישראל,49632,500.0 k,4.66,0.5,1.3,0,GAME TRIVIA,40900,4609,1816,618,1686,FALSE
91,90's Quiz Game,47900,500.0 k,4.74,0,0,0,GAME TRIVIA,40057,4653,2291,358,538,FALSE
92,Flags of All Countries of the World: Guess-Quiz,47640,5.0 M,4.21,1.5,3.6,0,GAME TRIVIA,30447,6973,3927,2166,4124,FALSE
93,Vrai ou Faux ? Le grand Quiz,45786,1.0 M,4.23,0,0,0,GAME TRIVIA,24292,13322,4862,936,2371,FALSE
94,Alphabet Game,45310,5.0 M,4.15,0.6,1.1,0,GAME TRIVIA,27603,7718,3899,1579,4509,FALSE
95,Hardest Girl to Get - Kode Keras Cowok dari Cewek,44971,1.0 M,4.19,0.5,1.6,0,GAME TRIVIA,30436,4432,3284,1956,4861,FALSE
96,Slam,44876,1.0 M,4.28,0.2,0.3,0,GAME TRIVIA,28192,8791,3346,1218,3326,FALSE
97,아재 능력 고사 : 아재개그와 넌센스퀴즈,44132,1.0 M,4.49,0,0,0,GAME TRIVIA,33567,4778,2284,817,2683,FALSE
98,Cuanto Sabes de la Biblia,43202,500.0 k,4.77,1.9,4.7,0,GAME TRIVIA,37262,3687,1255,418,578,FALSE
99,Quiz Planet,43189,1.0 M,4,2.3,5.3,0,GAME TRIVIA,22911,8960,4574,1851,4891,FALSE
100,AppTrailers,42520,1.0 M,4.04,0,0,0,GAME TRIVIA,24408,8056,3088,1119,5847,FALSE
1,كلمات كراش - لعبة تسلية وتحدي من زيتونة,2314831,10.0 M,4.71,2.5,5.4,0,GAME WORD,2032320,98719,65303,30091,88396,FALSE
2,Word Cookies!®,2245883,10.0 M,4.57,0.1,0.2,0,GAME WORD,1681302,348234,107788,32692,75865,FALSE
3,Words of Wonders: Crossword to Connect Vocabulary,1822050,100.0 M,4.54,2,3.9,0,GAME WORD,1395622,222919,82725,31915,88867,FALSE
4,Words with Friends Classic: Word Puzzle Challenge,1722008,50.0 M,4.19,0,0.1,0,GAME WORD,971870,412256,149418,67604,120858,FALSE
5,4 Fotos 1 Palabra,1215714,50.0 M,4.47,0.5,1,0,GAME WORD,865192,189818,79976,23692,57033,FALSE
6,4 Pics 1 Word,1172061,50.0 M,4.49,0.4,0.7,0,GAME WORD,822765,214414,70684,18945,45250,FALSE
7,Draw Something Classic,1127320,50.0 M,4.19,0,0.1,0,GAME WORD,632838,270042,106636,36654,81148,FALSE
8,CodyCross: Crossword Puzzles,966304,50.0 M,4.44,0.9,2.1,0,GAME WORD,675125,165913,54134,20912,50217,FALSE
9,WordBrain - Free classic word puzzle game,959465,10.0 M,4.45,0,0,0,GAME WORD,567614,294079,71236,10541,15992,FALSE
10,Word Connect,958517,10.0 M,4.64,1.6,2.8,0,GAME WORD,760211,120763,35012,12357,30173,FALSE
11,Wordscapes,944472,50.0 M,4.61,1.4,2.9,0,GAME WORD,768395,81889,34033,18984,41168,FALSE
12,لعبة كلمة السر : الجزء الثاني,796465,10.0 M,4.68,1.3,2.8,0,GAME WORD,683334,43008,29632,10747,29742,FALSE
13,كلمات متقاطعة,770867,10.0 M,4.64,0.4,0.8,0,GAME WORD,640995,56751,31968,10602,30549,FALSE
14,وصلة - لعبة كلمات متقاطعة,743325,5.0 M,4.63,0.5,1,0,GAME WORD,622699,42507,33642,11833,32642,FALSE
15,Words with Friends: Play Fun Word Puzzle Games,736199,10.0 M,4.16,0,0.1,0,GAME WORD,448237,128193,57079,32651,70036,FALSE
16,Word Snack - Your Picnic with Words,669236,5.0 M,4.64,0.2,0.5,0,GAME WORD,517815,94510,35842,7072,13995,FALSE
17,Word search,644050,50.0 M,4.46,0,0,0,GAME WORD,437940,122546,48501,10336,24724,FALSE
18,Wordfeud Free,617186,10.0 M,4.42,0.2,0.4,0,GAME WORD,366527,187721,35481,9255,18200,FALSE
19,Word Search,614440,10.0 M,4.46,0,0.1,0,GAME WORD,440880,88059,41326,14212,29961,FALSE
20,Braindom 2: Who is Lying? Fun Brain Teaser Riddles,600422,10.0 M,4.57,10.8,26.6,0,GAME WORD,495650,38015,18553,9434,38767,FALSE
21,Word Search,512540,10.0 M,4.69,0,0,0,GAME WORD,423778,51882,16591,5124,15163,FALSE
21,Word Search,512540,10.0 M,4.69,0,0,0,GAME WORD,278688,96149,40350,11577,28852,FALSE
21,Word Search,512540,10.0 M,4.69,0,0,0,GAME WORD,260865,79932,29422,6895,13072,FALSE
22,Word Link,501218,50.0 M,4.39,0,0,0,GAME WORD,366216,57077,26847,10760,40316,FALSE
23,Words Story - Addictive Word Game,495074,50.0 M,3.71,0.1,0.3,0,GAME WORD,272292,47825,38880,30125,105951,FALSE
24,Word Streak-Words With Friends,469666,10.0 M,4.36,0.2,0.3,0,GAME WORD,290484,116481,28421,11901,22376,FALSE
25,TTS Pintar 2021 - Teka Teki Silang Offline,468930,10.0 M,4.53,0.8,1.4,0,GAME WORD,340833,71891,32778,8525,14900,FALSE
26,Word Search,455618,10.0 M,4.28,0.2,0.3,0,GAME WORD,423778,51882,16591,5124,15163,FALSE
26,Word Search,455618,10.0 M,4.28,0.2,0.3,0,GAME WORD,278688,96149,40350,11577,28852,FALSE
26,Word Search,455618,10.0 M,4.28,0.2,0.3,0,GAME WORD,260865,79932,29422,6895,13072,FALSE
27,4 Bilder 1 Wort,445403,10.0 M,4.25,0.2,0.6,0,GAME WORD,267581,100256,31949,13365,32249,FALSE
28,Word Academy,444851,5.0 M,4.49,0.2,0.3,0,GAME WORD,279022,118839,37272,3970,5746,FALSE
29,Word Connect - Word Games Puzzle,419753,10.0 M,4.59,0.8,1.9,0,GAME WORD,332795,42949,20885,6848,16273,FALSE
30,Pictoword: Fun Word Games & Offline Brain Game,412505,10.0 M,4.18,0.2,0.6,0,GAME WORD,263532,59896,32245,15034,41795,FALSE
31,Word Collect - Free Word Games,406650,10.0 M,4.82,3.7,9.4,0,GAME WORD,373268,16566,4404,3184,9225,FALSE
32,"Braindom: Tricky Brain Teasers, Test, Riddle Games",392711,10.0 M,4.65,10.7,16.3,0,GAME WORD,332574,24088,11929,5183,18934,FALSE
33,Word Search,390189,50.0 M,4.46,0.1,0.2,0,GAME WORD,423778,51882,16591,5124,15163,FALSE
33,Word Search,390189,50.0 M,4.46,0.1,0.2,0,GAME WORD,278688,96149,40350,11577,28852,FALSE
33,Word Search,390189,50.0 M,4.46,0.1,0.2,0,GAME WORD,260865,79932,29422,6895,13072,FALSE
34,Wheel of Fortune: Free Play,386981,10.0 M,4.48,0.5,1.2,0,GAME WORD,293442,40576,20693,10146,22122,FALSE
35,Word Crack,383045,10.0 M,3.74,0.4,1.4,0,GAME WORD,176250,87530,32972,15216,71074,FALSE
36,4 Images 1 Mot,379834,10.0 M,4.34,0.7,1.6,0,GAME WORD,231152,90731,31042,9258,17648,FALSE
37,4 фотки 1 слово,372118,10.0 M,4.44,0.3,0.7,0,GAME WORD,277984,40882,18632,7912,26705,FALSE
38,Wordie: Guess the Word,362769,10.0 M,4.55,0,0.1,0,GAME WORD,274990,47972,18918,5186,15700,FALSE
39,Ruzzle Free,356335,10.0 M,4.27,0.1,0.2,0,GAME WORD,220384,73794,26098,9119,26938,FALSE
40,Kelimelik,351822,5.0 M,4.45,0.5,0.9,0,GAME WORD,251841,55078,18432,5657,20811,FALSE
41,Scrabble® GO - New Word Game,333183,10.0 M,3.9,2.6,8.6,0,GAME WORD,184234,49811,27628,23020,48486,FALSE
42,لعبة كلمة السر,327215,10.0 M,4.7,0,0.1,0,GAME WORD,284850,15583,10218,3356,13205,FALSE
43,Найди слова,320018,10.0 M,4.64,0.3,0.5,0,GAME WORD,259366,34017,10292,4035,12305,FALSE
44,Pro des Mots,311348,10.0 M,4.57,1.5,3.1,0,GAME WORD,225566,59308,14486,3673,8313,FALSE
45,Word Search Free Game,303820,10.0 M,4.79,1.6,3.6,0,GAME WORD,273302,14525,5676,2354,7961,FALSE
46,Garden of Words - Word game,299625,10.0 M,4.19,0.9,2.3,0,GAME WORD,173068,66611,26294,10773,22876,FALSE
47,Word Crossy - A crossword game,293144,5.0 M,4.21,0,0,0,GAME WORD,174532,58150,28323,10811,21324,FALSE
48,4 Immagini 1 Parola,287375,10.0 M,4.4,0.1,0.3,0,GAME WORD,188407,59534,19451,5601,14379,FALSE
49,Words Crush: Hidden Words!,283775,5.0 M,4.52,0,0,0,GAME WORD,194084,61334,18115,3393,6847,FALSE
50,Word Search Sea: Unscramble words,282196,10.0 M,4.7,1.4,3.1,0,GAME WORD,240235,21817,7638,3121,9383,FALSE
51,Fill-The-Words - word search puzzle,275831,10.0 M,4.62,140394.4,0.5,0,GAME WORD,222986,27985,9062,3976,11819,FALSE
52,4 Pics 1 Word Puzzle Plus,264735,5.0 M,4.29,0,0.1,0,GAME WORD,156926,58240,29994,7373,12199,FALSE
53,Palabras Cruz,261311,10.0 M,4.6,0.7,1.5,0,GAME WORD,213985,20573,8884,4182,13685,FALSE
54,Words With Friends 2 - Board Games & Word Puzzles,254953,10.0 M,3.91,0,0,0,GAME WORD,135868,46192,21311,16133,35446,FALSE
55,Word Stacks,242220,10.0 M,4.66,0.8,1.9,0,GAME WORD,203604,17305,7749,4603,8957,FALSE
56,Word Yard - Fun with Words,233892,1.0 M,4.64,0.6,1.3,0,GAME WORD,183280,31467,10775,2626,5742,FALSE
57,Word Cross,227032,10.0 M,4.57,0.2,0.5,0,GAME WORD,181059,21082,9728,4066,11094,FALSE
58,Word Trip,224003,5.0 M,4.62,2,4.3,0,GAME WORD,171143,32716,12822,3105,4214,FALSE
59,آمیرزا,222726,1.0 M,4.74,6.3,14.1,0,GAME WORD,198941,8931,3918,2072,8862,FALSE
60,Heads Up!,220723,10.0 M,3.57,0.1,0.3,0,GAME WORD,114295,23794,14067,9767,58797,FALSE
61,Word Search Quest - Free Word Puzzle Game,216274,10.0 M,4.62,3.6,8,0,GAME WORD,168112,30371,7879,2789,7122,FALSE
62,Слова из Слова,214635,5.0 M,4.68,1.1,2.1,0,GAME WORD,176773,21239,8385,2498,5737,FALSE
63,What Am I? – Family Charades (Guess The Word),214048,10.0 M,4.08,0.1,0.4,0,GAME WORD,131987,28158,18503,9016,26381,FALSE
64,Wort Guru,212106,5.0 M,4.52,1.2,2.4,0,GAME WORD,155455,33940,9062,4036,9611,FALSE
65,Stop - Categories Word Game,205191,10.0 M,3.49,1,2.4,0,GAME WORD,83797,35081,27057,17156,42098,FALSE
66,Wordington: Words & Design,203605,10.0 M,4.27,4.5,9.5,0,GAME WORD,123378,40382,21325,7526,10992,FALSE
67,Crossword Jam,195355,5.0 M,4.65,2.7,5.9,0,GAME WORD,157811,20897,8582,2877,5187,FALSE
68,Kelime Gezmece,187428,10.0 M,4.57,1.5,3.8,0,GAME WORD,152260,15885,5045,2847,11389,FALSE
69,Jalebi - A Desi Adda With Ludo Snakes & Ladders,177584,10.0 M,4.27,0.9,2,0,GAME WORD,123035,19640,11632,5981,17294,FALSE
70,Immortal Taoists-Idle Game of Immortal Cultivation,176947,1.0 M,4.45,1.4,3.4,0,GAME WORD,125043,28786,9948,3559,9608,FALSE
71,Classic Words Solo,176040,10.0 M,4.46,0.7,1.5,0,GAME WORD,115491,40875,10740,2757,6174,FALSE
72,WordWhizzle Search,172253,1.0 M,4.6,0,0,0,GAME WORD,123845,34556,10023,1698,2128,FALSE
73,Word Find - Word Connect Free Offline Word Games,171275,10.0 M,4.64,3,6.4,0,GAME WORD,135499,20918,8300,2149,4406,FALSE
74,Draw and Guess Online,169790,1.0 M,4.31,0.1,0.3,0,GAME WORD,121285,17716,8927,5472,16387,FALSE
75,2 Pictures 1 Word,160336,5.0 M,4.56,0.2,0.4,0,GAME WORD,130362,11624,5946,3297,9104,FALSE
76,Word Crack Mix 2,159357,5.0 M,4.04,0,0,0,GAME WORD,81330,41797,14271,5020,16936,FALSE
77,Word Search,157695,10.0 M,4.24,1.3,2.7,0,GAME WORD,103539,23263,11163,5417,14310,FALSE
